date,type,title,organization,location,url
2023-08-02,academic,Assistant Professor of Practice,University of Arizona, Department of Psychology,Tucson, Arizona,https://arizona.csod.com/ux/ats/careersite/4/home/requisition/16562?c=arizona
2023-08-02,academic,Associate or Full Professor (non-tenure track),University of Washington Center for Mental Health, Policy, and the Law,Seattle, Washington,https://apply.interfolio.com/127750
2023-08-02,academic,Two Tenure-Track Assistant Professor Positions,George Mason University,Fairfax, Virginia,https://jobs.gmu.edu/postings/57601
2023-08-02,academic,Department Chair, Forensic Psychology (Southern California),The Chicago School of Professional Psychology,Chicago, Illinois,https://apptrkr.com/4440445
2023-08-02,academic,Department Faculty, Forensic Psychology (Part-time) - Chicago Campus,The Chicago School of Professional Psychology,Chicago, Illinois,https://apptrkr.com/4440430
2023-08-02,academic,Department Faculty, Clinical Forensic - SoCal Campuses,The Chicago School of Professional Psychology,Los Angeles & Anaheim, California,https://apptrkr.com/4440371
2023-08-28,academic,Assistant Professor of Psychology - Forensic,Westminster College,Fulton, MO,https://recruiting.paylocity.com/recruiting/jobs/Details/1904195/Westminster-College/Assistant-Professor-of-Psychology---Forensic
2023-08-28,academic,Assistant Professor of Psychology - Counseling,Westminster College,Fulton, MO,https://recruiting.paylocity.com/recruiting/jobs/Details/1904209/Westminster-College/Assistant-Professor-of-Psychology---Counseling
2023-09-12,academic,Assistant Professor, Clinical Psychology,Montclair State University,Montclair, New Jersey,https://montclair.wd1.myworkdayjobs.com/en-US/JobOpportunities/job/Assistant-Professor--Clinical-Psychology_R1003317
2023-09-12,academic,Assistant Professor (3 positions),Sam Houston State University,Huntsville, Texas,https://shsu.peopleadmin.com/postings/36454
2023-09-12,academic,Professor or Associate Professor, Criminal Justice,University of Central Florida,Orlando, Florida,https://ucf.wd1.myworkdayjobs.com/en-US/careers/job/Orlando-FL-Main-Campus/Professor-or-Associate-Professor--Criminal-Justice_R105691
2023-09-12,academic,Open rank, Social or I/O Psychology,North Central College,Naperville, Illinois,https://northcentralcollege.peopleadmin.com/postings/11758
2023-09-25,academic,Assistant Professor in Psychology, Tenure Track,Marymount University,Arlington, Virginia,https://marymount.wd5.myworkdayjobs.com/en-US/careers/details/Assistant-Professor-in-Forensic-and-Legal-Psychology--Tenure-Track_R2422-1
2023-10-09,academic,Assistant Professor,California State University, Fresno,Fresno, California,https://careers.fresnostate.edu/en-us/job/532148/fr2324-criminology-assistant-professor-3-positions
2023-10-09,academic,Assistant Professor in Violence and Victimization,University of Florida, Department of Sociology and Criminology & Law,Gainesville, Florida,https://explore.jobs.ufl.edu/en-us/job/528781
2023-10-09,academic,Assistant Professor of Practice,Department of Psychology, University of Arizona,Tucson, Arizona,https://arizona.csod.com/ux/ats/careersite/4/home/requisition/17836?c=arizona
2023-10-13,academic,Open Rank, Tenure Track Professor, Forensic Psychology - Substance Treatment Specialist,University of Denver,Denver, Colorado,https://jobs.du.edu/en-us/job/496840/open-rank-tenure-track-professor-forensic-psychology-substance-treatment-specialist
2023-10-17,academic,Assistant or Associate Rank, Tenure Track Professor, Forensic Psychology,University of Denver,Denver, Colorado,https://jobs.du.edu/en-us/job/496841/assistant-or-associate-rank-tenure-track-professor-forensic-psychology
2023-10-25,academic,Assistant Professor of Psychology,Arizona State University,Glendale, Arizona,https://apply.interfolio.com/133794
2023-10-25,academic,Assistant/Associate Teaching Professor in Forensic/Legal Psychology,Arizona State University,Glendale, Arizona,https://apply.interfolio.com/134977
2023-10-25,academic,Lecturer- Forensic Psychology,University of New Haven,West Haven, Connecticut,https://apply.interfolio.com/122391
2023-10-25,academic,Associate or Full Professor Law-Psychology Program,University of Nebraska-Lincoln,Lincoln, Nebraska,https://employment.unl.edu/postings/88167
2023-10-28,academic,Director for the School of Interdisciplinary Forensics,Arizona State University,Tempe, Arizona,https://www.agbsearch.com/searches/director-for-the-school-of-interdisciplinary-forensics-arizona-state-university
2023-08-02,professional,Director of Clinical Training, Clinical Forensic PsyD - LA & Anaheim (Hybrid Schedule),The Chicago School of Professional Psychology,Los Angeles & Anaheim, California,https://apptrkr.com/4440417
2023-08-11,professional,Psychologist 3 - Forensic Program,Shared Health Manitoba,Manitoba, Canada,https://careers.wrha.mb.ca/job/Selkirk-Psychologist-3-Forensic-Program-SMHC-MB/572267717/
2023-10-09,professional,Research Associate,DecisionQuest,Los Angeles, CA or Remote,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=2e99fbf7-fb35-4e23-a3e9-d325f3ed4e7f&ccId=19000101_000001&type=MP&lang=en_US&jobId=470417
2023-10-25,professional,Staff Psychologist,Sixth Circuit Judicial Court,Clearwater, Florida,www.jud6.org
2023-10-25,professional,Forensic Clinician,MHM Services,San Francisco, Oxnard, Concord, Vallejo,https://www.centurionjobs.com/jobs/33922?lang=en-us
2023-10-25,professional,Clinical Psychologist,Western State Hospital,Staunton, Virginia,https://www.jobs.virginia.gov/jobs/132682a4-2a00-49f3-a45b-e33c02e5dab4
